request_id,raw_text,normalized_text,english_gloss,language_type,intent,category,department,urgency,severity,locality,district,source_type,split
CDX_119,drain blockage causing mosquito issue,டிரெயின் அடைப்பு கொசு பிரச்சனை ஏற்படுகிறது,Drain blockage causing mosquitoes,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_120,street light not working for 5 days,வீதியில் விளக்கு 5 நாட்களாக வேலை செய்யவில்லை,Street light not working 5 days,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_121,who is responsible officer for this issue?,இந்த பிரச்சனைக்கு பொறுப்பு அதிகாரி யார்?,Responsible officer for issue,code_mixed,information_request,public_health,Public Health Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_122,sewage water flowing on road dangerous,சாலையில் கழிவு நீர் வெளியேறுகிறது அபாயம்,Sewage water on road,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_123,new ration card apply process explain,புதிய ரேஷன் கார்டு விண்ணப்ப செயல்முறை விளக்கம்,Explain ration card process,tamil,application_help,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_124,transport bus delay everyday issue,பஸ் தினமும் தாமதமாக வருகிறது,Bus delay issue,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_125,electric wire hanging dangerous situation,மின் கம்பி கீழே தொங்குகிறது ஆபத்து,Hanging electric wire danger,tamil,complaint,electricity,Electricity Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_126,water supply not coming since morning,காலை முதல் தண்ணீர் வரவில்லை,No water since morning,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_127,already escalated no response still,already escalate செய்தும் பதில் இல்லை,No response after escalation,tanglish,escalation,roads,Roads Department,high,service_delay,urban_area,Chennai,synthetic,train
CDX_128,garbage dumped near school area,பள்ளி அருகே குப்பை குவிந்துள்ளது,Garbage near school,tamil,complaint,sanitation,Sanitation Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_129,how to check application status online?,ஆன்லைனில் நிலை எப்படி பார்க்குவது?,How to check application status,code_mixed,information_request,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_130,road condition getting worse daily,சாலை நிலை தினமும் மோசமாகிறது,Road condition worsening,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_131,water tank cleaning not done properly,தண்ணீர் டேங்க் சுத்தம் செய்யப்படவில்லை,Water tank not cleaned,tamil,complaint,water_supply,Water Supply Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_132,street light flickering issue in area,விளக்கு மின்மினப்பு பிரச்சனை,Street light flickering,tamil,complaint,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_133,drain overflow after rain problem,மழைக்குப் பிறகு டிரெயின் overflow,Drain overflow after rain,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_134,application pending for more than 2 weeks,விண்ணப்பம் 2 வாரமாக நிலுவையில் உள்ளது,Application pending 2 weeks,tamil,follow_up,certificates,Revenue Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_135,need urgent help for this complaint,இந்த புகாருக்கு உடனடி உதவி தேவை,Need urgent help,tamil,escalation,sanitation,Sanitation Department,high,service_delay,urban_area,Chennai,synthetic,train
CDX_136,eb meter issue reading wrong showing,மின்சார மீட்டர் தவறாக காட்டுகிறது,Electric meter issue,tamil,complaint,electricity,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_137,public toilet not clean hygiene issue,பொது கழிப்பறை சுத்தமில்லை,Public toilet hygiene issue,tamil,complaint,public_health,Public Health Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_138,road construction work delayed long time,சாலை வேலை நீண்ட காலமாக தாமதம்,Road construction delay,tamil,follow_up,roads,Roads Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_139,water pipe leakage in street urgent fix,தண்ணீர் குழாய் கசிவு அவசரம்,Water pipe leakage,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_140,how to escalate complaint to officer?,புகாரை அதிகாரிக்கு எப்படி உயர்த்துவது?,How to escalate complaint,code_mixed,escalation,welfare,Welfare Department,medium,information_query,urban_area,Chennai,synthetic,train
CDX_141,garbage collection not done properly area,எங்கள் பகுதியில் குப்பை சரியாக எடுக்கவில்லை,Garbage not collected properly,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_142,street light off during night unsafe,இரவில் விளக்கு அணைந்துள்ளது பாதுகாப்பில்லை,Street light off unsafe,tamil,complaint,street_lighting,Electricity Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_143,sewage smell very bad near house,வீட்டின் அருகே கழிவு நீர் வாசனை மோசம்,Severe sewage smell,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_144,status of water connection application?,தண்ணீர் இணைப்பு விண்ணப்ப நிலை?,Water connection status,code_mixed,status_query,water_supply,Water Supply Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_145,ration card duplicate apply help,ரேஷன் கார்டு நகல் உதவி,Duplicate ration card help,tamil,document_help,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_146,road pothole increasing risk daily,சாலை குழிகள் அதிகரிக்கிறது,Increasing pothole risk,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_147,water shortage issue very serious,தண்ணீர் பற்றாக்குறை மிகவும் கடுமை,Water shortage serious,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_148,electricity cut every night problem,இரவில் மின்சாரம் போகிறது பிரச்சனை,Frequent power cut,tamil,complaint,electricity,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_149,drain cleaning request not done yet,டிரெயின் சுத்தம் செய்யப்படவில்லை,Drain cleaning pending,tamil,follow_up,drainage,Drainage Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_150,this complaint must be solved immediately,இந்த புகார் உடனே தீர்க்க வேண்டும்,Immediate complaint resolution,tamil,escalation,sanitation,Sanitation Department,high,service_delay,urban_area,Chennai,synthetic,train
CDX_151,power supply unstable whole night,இரவு முழுவதும் மின்சாரம் நிலையாக இல்லை,Unstable power supply night,tanglish,complaint,electricity,Electricity Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_152,bus stop light not working unsafe at night,பஸ் நிறுத்த விளக்கு வேலை செய்யவில்லை,Bus stop lighting issue,tanglish,complaint,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_153,need welfare scheme eligibility details,தகுதி விவரங்கள் தேவை,Welfare scheme eligibility info,tamil,information_request,welfare,Welfare Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_154,my water bill calculation seems wrong,என் தண்ணீர் பில் தவறாக உள்ளது,Water bill seems incorrect,code_mixed,complaint,water_supply,Water Supply Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_155,road repair work started but stopped midway,சாலை வேலை பாதியில் நிறுத்தப்பட்டது,Road work stopped,tamil,follow_up,roads,Roads Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_156,garbage burning near residential area issue,வீட்டு பகுதியில் குப்பை எரிக்கப்படுகிறது,Garbage burning issue,tamil,complaint,sanitation,Sanitation Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_157,how long for ration card approval?,ரேஷன் கார்டு அனுமதி எவ்வளவு நேரம்?,Ration approval time,code_mixed,status_query,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_158,drainage cleaning schedule not known,டிரெயின் சுத்தம் செய்யும் நேரம் தெரியவில்லை,Drain cleaning schedule unknown,tamil,information_request,drainage,Drainage Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_159,electric pole leaning dangerously near house,மின் கம்பம் வீடு அருகே சாய்ந்துள்ளது,Leaning electric pole,tamil,complaint,electricity,Electricity Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_160,transport bus frequency very low in area,பஸ் சேவை குறைவாக உள்ளது,Low bus frequency,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_161,street light fixed but again not working,விளக்கு சரிசெய்தும் மீண்டும் வேலை இல்லை,Street light recurring issue,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_162,application status not updating online portal,ஆன்லைனில் நிலை அப்டேட் ஆகவில்லை,Online status not updating,code_mixed,status_query,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_163,water supply pressure very low daily,தண்ணீர் அழுத்தம் மிகவும் குறைவு,Low water pressure,tamil,complaint,water_supply,Water Supply Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_164,public health clinic service slow response,மருத்துவ சேவை மெதுவாக உள்ளது,Slow public health service,tamil,complaint,public_health,Public Health Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_165,garbage truck not coming in our lane,எங்கள் தெருவுக்கு குப்பை வாகனம் வரவில்லை,Garbage truck not coming,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_166,road accident due to pothole yesterday,குழியால் விபத்து நடந்தது,Accident due to pothole,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_167,need help for filling welfare scholarship form,ஸ்காலர்ஷிப் படிவம் நிரப்ப உதவி,Welfare form help,tamil,application_help,welfare,Welfare Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_168,drain water entering house during rain,மழையில் வீடு உள்ளே தண்ணீர் வருகிறது,Drain water entering house,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_169,electricity bill dispute want clarification,மின்சார பில் விளக்கம் தேவை,Bill dispute clarification,code_mixed,information_request,electricity,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_170,street cleanliness improved but still garbage spots,சுத்தம் மேம்பட்டாலும் சில இடங்களில் குப்பை,Partial sanitation issue,tamil,follow_up,sanitation,Sanitation Department,low,service_delay,urban_area,Chennai,synthetic,train
CDX_171,passport application delayed no update yet,பாஸ்போர்ட் விண்ணப்பம் தாமதம்,Passport delay,tamil,status_query,certificates,Revenue Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_172,road marking missing dangerous crossing,சாலை குறியீடுகள் இல்லை அபாயம்,Road marking missing,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_173,water pipeline maintenance notice not received,தண்ணீர் குழாய் பராமரிப்பு அறிவிப்பு இல்லை,No maintenance notice,tamil,information_request,water_supply,Water Supply Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_174,frequent voltage fluctuation at home,வீட்டில் மின் மாற்றம் அதிகம்,Voltage fluctuation,tamil,complaint,electricity,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_175,drainage smell improving but still present,மணத்தை குறைந்தாலும் இன்னும் உள்ளது,Partial drainage smell issue,tamil,follow_up,drainage,Drainage Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_176,how to register complaint online portal?,ஆன்லைன் புகார் பதிவு எப்படி?,How to register complaint,code_mixed,information_request,welfare,Welfare Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_177,garbage segregation not followed in area,குப்பை பிரிப்பு பின்பற்றப்படவில்லை,No waste segregation,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_178,street light timer not matching night hours,விளக்கு நேரம் தவறாக உள்ளது,Street light timing issue,tamil,complaint,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_179,transport delay causing office late daily,பஸ் தாமதம் காரணமாக வேலை தாமதம்,Transport delay issue,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_180,application rejected but no explanation given,விளக்கம் இல்லாமல் நிராகரிப்பு,Rejected application no reason,tamil,status_query,certificates,Revenue Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_181,electric meter not showing correct units,மீட்டர் சரியாக காட்டவில்லை,Faulty electricity meter,tamil,complaint,electricity,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_182,water shortage only in our street,எங்கள் தெருவில் மட்டும் தண்ணீர் பிரச்சனை,Localized water shortage,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_183,health department inspection needed here,இங்கே சுகாதார ஆய்வு தேவை,Need health inspection,tamil,escalation,public_health,Public Health Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_184,road debris not cleared after repair,சாலை கழிவு அகற்றப்படவில்லை,Road debris issue,tamil,complaint,roads,Roads Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_185,welfare scheme payment not received yet,நிதி இன்னும் கிடைக்கவில்லை,Welfare payment pending,tamil,follow_up,welfare,Welfare Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_186,sewage overflow near school critical issue,பள்ளி அருகே sewage overflow,Sewage near school,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_187,need contact number for complaint office,புகார் அலுவலக எண் தேவை,Need complaint office number,code_mixed,information_request,public_health,Public Health Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_188,garbage collection improved slightly this week,இந்த வாரம் சிறிது மேம்பாடு,Partial improvement sanitation,tamil,follow_up,sanitation,Sanitation Department,low,service_delay,urban_area,Chennai,synthetic,train
CDX_189,street light repair pending after multiple complaints,பல புகாருக்குப் பிறகும் சரி செய்யப்படவில்லை,Repeated street light issue,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_190,transport route change causing confusion,பஸ் பாதை மாற்றம் குழப்பம்,Transport route confusion,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_191,application status shows error online,ஆன்லைனில் error காட்டுகிறது,System error in status,code_mixed,status_query,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_192,water tank contamination suspicion,தண்ணீர் டேங்க் மாசு சந்தேகம்,Water contamination suspicion,tamil,complaint,water_supply,Water Supply Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_193,electricity issue resolved partially still flicker,பிரச்சனை பகுதி தீர்வு இன்னும் பிரச்சனை,Partial electricity fix,tamil,follow_up,electricity,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_194,drain cleaning done but smell remains,சுத்தம் செய்தும் வாசனை உள்ளது,Drain smell persists,tamil,follow_up,drainage,Drainage Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_195,welfare office response too slow,அலுவலக பதில் மிகவும் மெதுவாக உள்ளது,Slow welfare office,tamil,complaint,welfare,Welfare Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_196,road safety light missing at junction,சந்திப்பில் பாதுகாப்பு விளக்கு இல்லை,Road junction safety issue,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_197,need urgent escalation for water issue,தண்ணீர் பிரச்சனைக்கு உடனடி உயர்த்தல் தேவை,Water issue escalation,tamil,escalation,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_198,garbage issue resolved partially thank you,குப்பை பிரச்சனை பகுதி தீர்வு,Partial resolution sanitation,tamil,follow_up,sanitation,Sanitation Department,low,service_delay,urban_area,Chennai,synthetic,train
CDX_199,public health issue improving slowly,சுகாதார நிலை மெதுவாக மேம்படுகிறது,Slow improvement health,tamil,follow_up,public_health,Public Health Department,low,service_delay,urban_area,Chennai,synthetic,train
CDX_200,final check request for all civic services,அனைத்து சேவைகளின் இறுதி சரிபார்ப்பு,Final civic check request,tamil,information_request,welfare,Welfare Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_201,garbage issue near market area severe smell,மார்க்கெட் அருகே குப்பை பிரச்சனை,Garbage issue near market,tanglish,complaint,sanitation,Sanitation Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_202,water connection delay more than 1 month,தண்ணீர் இணைப்பு 1 மாதம் தாமதம்,Water connection delayed,tamil,status_query,water_supply,Water Supply Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_203,street light fixed but again broken,சரி செய்த விளக்கு மீண்டும் பழுதடைந்தது,Repeated street light issue,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_204,road accident happened due to pothole near junction,சந்திப்பில் குழியால் விபத்து,Road accident due to pothole,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_205,need help applying welfare pension scheme,பென்ஷன் திட்டம் விண்ணப்பிக்க உதவி,Welfare pension help,tamil,application_help,welfare,Welfare Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_206,sewage water entering shops nearby,கடைகள் உள்ளே கழிவு நீர் வருகிறது,Sewage entering shops,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_207,electricity cut during working hours daily,வேலை நேரத்தில் மின்தடை,Frequent electricity cut,tamil,complaint,electricity,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_208,passport status not updated since 2 weeks,பாஸ்போர்ட் நிலை 2 வாரமாக அப்டேட் இல்லை,Passport status stuck,code_mixed,status_query,certificates,Revenue Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_209,garbage truck comes but skips our street,குப்பை வண்டி எங்கள் தெருவை தவிர்க்கிறது,Garbage truck skipping street,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_210,water pressure too low cannot use properly,தண்ணீர் அழுத்தம் குறைவு,Low water pressure,tamil,complaint,water_supply,Water Supply Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_211,street dog bite fear in residential area,தெரு நாய் கடிக்கும் பயம்,Street dog danger,tamil,complaint,public_health,Public Health Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_212,application rejected without explanation again,விளக்கம் இல்லாமல் நிராகரிப்பு,Rejected application,tamil,status_query,certificates,Revenue Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_213,road construction causing traffic daily delay,சாலை வேலை போக்குவரத்து தாமதம்,Road construction delay,tamil,complaint,roads,Roads Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_214,need contact for urgent water issue escalation,தண்ணீர் பிரச்சனைக்கு உயர்த்தல் தேவை,Water escalation,tamil,escalation,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_215,garbage burning behind apartment complex,அபார்ட்மெண்ட் பின் குப்பை எரிப்பு,Garbage burning,tamil,complaint,sanitation,Sanitation Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_216,street light sensor not working properly,விளக்கு சென்சார் வேலை இல்லை,Sensor street light issue,tamil,complaint,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_217,water tank contamination smell coming,தண்ணீர் டேங்க் வாசனை,Water contamination suspicion,tamil,complaint,water_supply,Water Supply Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_218,how to track ration card delivery status,ரேஷன் கார்டு டெலிவரி நிலை எப்படி பார்க்க,Tracking ration card,code_mixed,information_request,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_219,drain blockage not cleared for weeks,டிரெயின் வாரங்களாக அடைப்பு,Drain blockage,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_220,transport bus frequency reduced recently,பஸ் சேவை குறைக்கப்பட்டுள்ளது,Transport issue,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_221,already escalated but no response received,மேலதிகாரிக்கு சென்றும் பதில் இல்லை,No escalation response,tamil,follow_up,roads,Roads Department,high,service_delay,urban_area,Chennai,synthetic,train
CDX_222,electricity meter showing wrong reading again,மீட்டர் தவறாக காட்டுகிறது,Electric meter issue,tamil,complaint,electricity,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_223,welfare scheme amount not credited yet,பென்ஷன் தொகை வரவில்லை,Welfare payment delay,tamil,follow_up,welfare,Welfare Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_224,garbage collection improved but still irregular,குப்பை சேவை பகுதி மேம்பாடு,Partial sanitation improvement,tamil,follow_up,sanitation,Sanitation Department,low,service_delay,urban_area,Chennai,synthetic,train
CDX_225,street light outage reported multiple times,பல முறை புகார் கொடுத்தும் விளக்கு இல்லை,Repeated issue,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_226,water pipeline burst causing road damage,குழாய் வெடித்து சாலை சேதம்,Pipe burst,tamil,complaint,water_supply,Water Supply Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_227,need urgent sanitation inspection school area,பள்ளி அருகே ஆய்வு தேவை,Health inspection,tamil,escalation,public_health,Public Health Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_228,application status showing pending for long time,விண்ணப்பம் நீண்ட காலமாக pending,Long pending status,tamil,status_query,certificates,Revenue Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_229,road potholes increasing after rain,மழைக்குப் பிறகு குழிகள் அதிகரிப்பு,Road potholes,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_230,drain smell still present after cleaning,சுத்தம் செய்தும் வாசனை உள்ளது,Drain smell issue,tamil,follow_up,drainage,Drainage Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_231,need help filling electricity complaint form,மின்சார புகார் படிவ உதவி,Form help,tamil,application_help,electricity,Electricity Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_232,water supply issue only in our block,எங்கள் பகுதி மட்டும் தண்ணீர் பிரச்சனை,Localized issue,tamil,complaint,water_supply,Water Supply Department,high,service_failure,urban_area,Chennai,synthetic,train
CDX_233,garbage collection timing not fixed properly,குப்பை சேவை நேரம் சரியாக இல்லை,Timing issue,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_234,electric line sparks near street pole dangerous,மின் கம்பத்தில் தீப்பொறி ஆபத்து,Sparking electric line,tamil,complaint,electricity,Electricity Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_235,transport delay affecting school children daily,பள்ளி குழந்தைகள் பாதிப்பு,Transport delay,tamil,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_236,need ration card correction process details,ரேஷன் கார்டு திருத்தம் தகவல்,Ration correction info,tamil,document_help,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_237,drain water stagnation causing mosquito breeding,தண்ணீர் தேக்கம் கொசு பிரச்சனை,Drain stagnation,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_238,street light repaired but flickering again,சரி செய்தும் மீண்டும் மின்மினப்பு,Light flicker issue,tamil,follow_up,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_239,welfare office delay in processing applications,விண்ணப்ப செயலாக்க தாமதம்,Welfare delay,tamil,complaint,welfare,Welfare Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_240,final escalation needed for long pending issue,நீண்ட கால பிரச்சனைக்கு உயர்த்தல் தேவை,Final escalation,tamil,escalation,sanitation,Sanitation Department,high,service_delay,urban_area,Chennai,synthetic,train
CDX_241,எங்கள் பகுதியில் குப்பை 5 நாட்களாக எடுக்கவில்லை,எங்கள் பகுதியில் குப்பை 5 நாட்களாக எடுக்கவில்லை,Garbage not collected for 5 days,tamil,complaint,sanitation,Sanitation Department,high,service_delay,urban_area,Chennai,synthetic,train
CDX_242,சாலை பழுது இன்னும் சரி செய்யப்படவில்லை,சாலை பழுது இன்னும் சரி செய்யப்படவில்லை,Road damage not fixed yet,tamil,follow_up,roads,Roads Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_243,என் தண்ணீர் இணைப்பு விண்ணப்பம் நிலுவையில் உள்ளது,என் தண்ணீர் இணைப்பு விண்ணப்பம் நிலுவையில் உள்ளது,Water connection application pending,tamil,status_query,water_supply,Water Supply Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_244,வீதியில் விளக்கு இரவில் வேலை செய்யவில்லை,வீதியில் விளக்கு இரவில் வேலை செய்யவில்லை,Street light not working at night,tamil,complaint,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_245,டிரெயினேஜ் நீர் வீதியில் வெளியேறுகிறது,டிரெயினேஜ் நீர் வீதியில் வெளியேறுகிறது,Sewage water overflowing on road,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_246,என் ration card status update ஆகவில்லை,என் ration card status update ஆகவில்லை,Ration card status not updated,code_mixed,status_query,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_247,புதிய மின் இணைப்பு பற்றி தகவல் தேவை,புதிய மின் இணைப்பு பற்றி தகவல் தேவை,Need info on new electricity connection,tamil,information_request,electricity,Electricity Department,low,information_query,urban_area,Chennai,synthetic,train
CDX_248,பஸ் தினமும் late ஆக வருகிறது,பஸ் தினமும் late ஆக வருகிறது,Bus comes late daily,tanglish,complaint,transport,Transport Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_249,என் முந்தைய புகாருக்கு இன்னும் பதில் இல்லை,என் முந்தைய புகாருக்கு இன்னும் பதில் இல்லை,No response to previous complaint,tamil,follow_up,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_250,இந்த பிரச்சனைக்கு உடனடி நடவடிக்கை தேவை,இந்த பிரச்சனைக்கு உடனடி நடவடிக்கை தேவை,Immediate action required,tamil,escalation,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_251,குப்பை சேகரிப்பு இன்று நடைபெறவில்லை,குப்பை சேகரிப்பு இன்று நடைபெறவில்லை,Garbage not collected today,tamil,complaint,sanitation,Sanitation Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_252,சாலை குழி காரணமாக வாகனம் சேதம்,சாலை குழி காரணமாக வாகனம் சேதம்,Vehicle damaged due to pothole,tamil,complaint,roads,Roads Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_253,தண்ணீர் இணைப்பு விண்ணப்பம் ஏன் தாமதம்,தண்ணீர் இணைப்பு விண்ணப்பம் ஏன் தாமதம்,Why is water connection delayed,tamil,status_query,water_supply,Water Supply Department,medium,service_delay,urban_area,Chennai,synthetic,train
CDX_254,விளக்கு இரவில் அடிக்கடி அணைகிறது,விளக்கு இரவில் அடிக்கடி அணைகிறது,Street light frequently turns off at night,tamil,complaint,street_lighting,Electricity Department,medium,service_failure,urban_area,Chennai,synthetic,train
CDX_255,டிரெயினேஜ் அடைப்பு காரணமாக துர்நாற்றம் அதிகம்,டிரெயினேஜ் அடைப்பு காரணமாக துர்நாற்றம் அதிகம்,Bad smell due to drainage blockage,tamil,complaint,drainage,Drainage Department,high,public_hazard,urban_area,Chennai,synthetic,train
CDX_256,ரேஷன் கார்டு நிலை ஆன்லைனில் தெரியவில்லை,ரேஷன் கார்டு நிலை ஆன்லைனில் தெரியவில்லை,Ration card status not visible online,tamil,status_query,certificates,Revenue Department,low,information_query,urban_area,Chennai,synthetic,train
